order#,id#,year,electionyr,house,newspaper,date_publ,date_notes,electiondate,date1,date2,date3,overlap_days,overlap_bin,overlap_drop,daysbefore,checkorder,sample,m_likelihood,method_face,m_phone,m_rolling,m_panel,m_internet,m_pastvote,m_partyid,vote_con,vote_lab,vote_lib,vote_oth,vote_total,h_gallup,h_gallup9000,h_nop,h_mori1,h_mori2,h_icm,h_harris1,h_harris2,h_comres,h_populus,h_populus2,h_orb,h_rasm,h_yougov1,h_yougov2,h_bpix,h_nmr,h_angusr,h_opinium,h_tns,h_bizdec,h_orc,h_rsl,h_asl,h_ashcroft,source,vote_ukip,vote_bnp,vote_green,vote_swn,vote_grn,,,,,,,,,,,,,,
79,,2015,,YouGov,Sunday Times,,17_18 Apr,,4/17/15,4/17/15,4/18/15,,,,,,1780,,,,,,,,,33,36,8,23,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,13,,5,,,,,,,,,,,,,,,,
80,,2015,,Opinium,The Observer,,16_17 Apr,,4/16/15,4/16/15,4/17/15,,,,,,1955,,,,,,,,,36,32,8,24,100,,,,,,,,,,,,,,,,,,,,,,,,,,Opinium/The Observer,13,,5,,,,,,,,,,,,,,,,
81,,2015,,YouGov,The Sun,,16_17 Apr,,4/16/15,4/16/15,4/17/15,,,,,,1713,,,,,,,,,34,34,9,24,101,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,14,,5,,,,,,,,,,,,,,,,
82,,2015,,Survation,Daily Mirror,,16_17 Apr,,4/16/15,4/16/15,4/17/15,,,,,,1314,,,,,,,,,34,33,7,26,100,,,,,,,,,,,,,,,,,,,,,,,,,,Survation/Daily Mirror,17,,3,,,,,,,,,,,,,,,,
83,,2015,,Populus,,,15_16 Apr,,4/15/15,4/15/15,4/16/15,,,,,,2048,,,,,,,,,33,34,9,23,99,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,14,,4,,,,,,,,,,,,,,,,
84,,2015,,YouGov,The Sun,,15_16 Apr,,4/15/15,4/15/15,4/16/15,,,,,,1939,,,,,,,,,34,34,7,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,14,,5,,,,,,,,,,,,,,,,
85,,2015,,Panelbase,,,14_16 Apr,,4/14/15,4/15/15,4/16/15,,,,,,1025,,,,,,,,,33,34,8,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,Panelbase,16,,4,,,,,,,,,,,,,,,,
86,,2015,,YouGov,The Sun,,14_15 Apr,,4/14/15,4/14/15,4/15/15,,,,,,1894,,,,,,,,,34,35,8,24,101,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,13,,5,,,,,,,,,,,,,,,,
87,,2015,,Ipsos MORI,Evening Standard,,12_15 Apr,,4/12/15,4/13/15,4/15/15,,,,,,1000,,,,,,,,,33,35,7,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,Ipsos MORI/Evening Standard,10,,8,,,,,,,,,,,,,,,,
88,,2015,,YouGov,The Sun,,13_14 Apr,,4/13/15,4/13/15,4/14/15,,,,,,1842,,,,,,,,,33,35,8,24,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,13,,5,,,,,,,,,,,,,,,,
89,,2015,,YouGov,The Sun,,12_13 Apr,,4/12/15,4/12/15,4/13/15,,,,,,2444,,,,,,,,,33,34,8,24,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,13,,6,,,,,,,,,,,,,,,,
90,,2015,,TNS,,,9_13 Apr,,4/9/15,4/11/15,4/13/15,,,,,,1192,,,,,,,,,34,32,9,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,TNS,14,,5,,,,,,,,,,,,,,,,
91,,2015,,YouGov,The Sun,,11_12 Apr,,4/11/15,4/11/15,4/12/15,,,,,,1717,,,,,,,,,33,36,7,24,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,13,,5,,,,,,,,,,,,,,,,
92,,2015,,Lord Ashcroft,,,10_12 Apr,,4/10/15,4/11/15,4/12/15,,,,,,1003,,,,,,,,,33,33,9,27,102,,,,,,,,,,,,,,,,,,,,,,,,,,Lord Ashcroft,13,,6,,,,,,,,,,,,,,,,
93,,2015,,ICM,The Guardian,,10_12 Apr,,4/10/15,4/11/15,4/12/15,,,,,,1042,,,,,,,,,39,33,8,19,99,,,,,,,,,,,,,,,,,,,,,,,,,,ICM/The Guardian,7,,7,,,,,,,,,,,,,,,,
94,,2015,,Populus,,,10_12 Apr,,4/10/15,4/11/15,4/12/15,,,,,,2036,,,,,,,,,33,33,8,26,100,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,15,,5,,,,,,,,,,,,,,,,
95,,2015,,YouGov,Sunday Times,,10_11 Apr,,4/10/15,4/10/15,4/11/15,,,,,,1887,,,,,,,,,34,34,7,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,13,,6,,,,,,,,,,,,,,,,
96,,2015,,YouGov,The Sun,,9_10 Apr,,4/9/15,4/9/15,4/10/15,,,,,,1782,,,,,,,,,33,35,8,23,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,13,,5,,,,,,,,,,,,,,,,
97,,2015,,Opinium,The Observer,,8_9 Apr,,4/8/15,4/8/15,4/9/15,,,,,,1916,,,,,,,,,36,34,7,23,100,,,,,,,,,,,,,,,,,,,,,,,,,,Opinium/The Observer,11,,6,,,,,,,,,,,,,,,,
98,,2015,,Populus,,,8_9 Apr,,4/8/15,4/8/15,4/9/15,,,,,,2020,,,,,,,,,31,33,9,30,103,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,17,,6,,,,,,,,,,,,,,,,
99,,2015,,YouGov,The Sun,,8_9 Apr,,4/8/15,4/8/15,4/9/15,,,,,,1938,,,,,,,,,35,34,8,22,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,12,,4,,,,,,,,,,,,,,,,
100,,2015,,Survation,Daily Mirror,,8_9 Apr,,4/8/15,4/8/15,4/9/15,,,,,,1111,,,,,,,,,31,35,9,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,Survation/Daily Mirror,15,,4,,,,,,,,,,,,,,,,
101,,2015,,Panelbase,,,7_9 Apr,,4/7/15,4/8/15,4/9/15,,,,,,1013,,,,,,,,,31,37,8,24,100,,,,,,,,,,,,,,,,,,,,,,,,,,Panelbase,16,,4,,,,,,,,,,,,,,,,
102,,2015,,ComRes,"ITV News, Daily Mail",,7_8 Apr,,4/7/15,4/7/15,4/8/15,,,,,,1013,,,,,,,,,34,33,12,22,101,,,,,,,,,,,,,,,,,,,,,,,,,,"ComRes/ITV News, Daily Mail",12,,4,,,,,,,,,,,,,,,,
103,,2015,,YouGov,The Sun,,7_8 Apr,,4/7/15,4/7/15,4/8/15,,,,,,1871,,,,,,,,,34,35,8,23,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,13,,5,,,,,,,,,,,,,,,,
104,,2015,,YouGov,The Sun,,6_7 Apr,,4/6/15,4/6/15,4/7/15,,,,,,1672,,,,,,,,,33,35,8,24,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,14,,5,,,,,,,,,,,,,,,,
105,,2015,,TNS,,,2_7 Apr,,4/2/15,4/4/15,4/7/15,,,,,,1207,,,,,,,,,30,33,8,30,101,,,,,,,,,,,,,,,,,,,,,,,,,,TNS,19,,4,,,,,,,,,,,,,,,,
106,,2015,,Populus,,,2_6 Apr,,4/2/15,4/4/15,4/6/15,,,,,,2008,,,,,,,,,31,33,10,26,100,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,15,,4,,,,,,,,,,,,,,,,
107,,2015,,YouGov,Sunday Times,,3_4 Apr,,4/3/15,4/3/15,4/4/15,,,,,,1906,,,,,,,,,34,33,10,23,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,13,,4,,,,,,,,,,,,,,,,
108,,2015,,Opinium,The Observer,,2_3 Apr,,4/2/15,4/2/15,4/3/15,,,,,,1974,,,,,,,,,33,33,7,26,99,,,,,,,,,,,,,,,,,,,,,,,,,,Opinium/The Observer,14,,7,,,,,,,,,,,,,,,,
109,,2015,,Survation,Daily Mirror,,2_3 Apr,,4/2/15,4/2/15,4/3/15,,,,,,1207,,,,,,,,,31,33,9,27,100,,,,,,,,,,,,,,,,,,,,,,,,,,Survation/Daily Mirror,18,,3,,,,,,,,,,,,,,,,
110,,2015,,YouGov,The Sun,,1_2 Apr,,4/1/15,4/1/15,4/2/15,,,,,,1583,,,,,,,,,37,35,7,21,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,12,,5,,,,,,,,,,,,,,,,
111,,2015,,Panelbase,,,31 Mar_2 Apr,,3/31/15,4/1/15,4/2/15,,,,,,1006,,,,,,,,,33,33,7,27,100,,,,,,,,,,,,,,,,,,,,,,,,,,Panelbase,17,,5,,,,,,,,,,,,,,,,
112,,2015,,Populus,,,31 Mar_1 Apr,,3/31/15,3/31/15,4/1/15,,,,,,2057,,,,,,,,,32,34,9,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,15,,5,,,,,,,,,,,,,,,,
113,,2015,,YouGov,The Sun,,31 Mar_1 Apr,,3/31/15,3/31/15,4/1/15,,,,,,1678,,,,,,,,,36,34,8,22,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,13,,4,,,,,,,,,,,,,,,,
114,,2015,,YouGov,The Sun,,30_31 Mar,,3/30/15,3/30/15,3/31/15,,,,,,1566,,,,,,,,,35,36,7,22,100,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdn.yougov.com/cumulus_uploads/document/mdd1v5m0nb/YG-Archive-Pol-Sun-results-310315.pdf,12,,5,,,,,,,,,,,,,,,,
115,,2015,,YouGov,The Sun,,29_30 Mar,,3/29/15,3/29/15,3/30/15,,,,,,2001,,,,,,,,,35,35,8,22,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,12,,5,,,,,,,,,,,,,,,,
116,,2015,,TNS,,,26_30 Mar,,3/26/15,3/28/15,3/30/15,,,,,,1197,,,,,,,,,33,32,8,28,101,,,,,,,,,,,,,,,,,,,,,,,,,,TNS,16,,5,,,,,,,,,,,,,,,,
117,,2015,,ComRes,"ITV News, Daily Mail",,28_29 Mar,,3/28/15,3/28/15,3/29/15,,,,,,1005,,,,,,,,,36,32,9,24,101,,,,,,,,,,,,,,,,,,,,,,,,,,"ComRes/ITV News, Daily Mail",12,,5,,,,,,,,,,,,,,,,
118,,2015,,Lord Ashcroft,,,27_29 Mar,,3/27/15,3/28/15,3/29/15,,,,,,1004,,,,,,,,,36,34,6,23,99,,,,,,,,,,,,,,,,,,,,,,,,,,Lord Ashcroft,10,,7,,,,,,,,,,,,,,,,
119,,2015,,Populus,,,27_29 Mar,,3/27/15,3/28/15,3/29/15,,,,,,2004,,,,,,,,,34,34,8,24,100,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,15,,4,,,,,,,,,,,,,,,,
120,,2015,,YouGov,Sunday Times,,27_28 Mar,,3/27/15,3/27/15,3/28/15,,,,,,1799,,,,,,,,,32,36,8,24,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,13,,6,,,,,,,,,,,,,,,,
121,,2015,,Populus,,,25_26 Mar,,3/25/15,3/25/15,3/26/15,,,,,,2049,,,,,,,,,31,33,9,27,100,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,16,,5,,,,,,,,,,,,,,,,
122,,2015,,YouGov,The Sun,,25_26 Mar,,3/25/15,3/25/15,3/26/15,,,,,,1698,,,,,,,,,36,34,7,23,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,13,,5,,,,,,,,,,,,,,,,
123,,2015,,Panelbase,,,24_26 Mar,,3/24/15,3/25/15,3/26/15,,,,,,1007,,,,,,,,,34,34,5,27,100,,,,,,,,,,,,,,,,,,,,,,,,,,Panelbase,15,,6,,,,,,,,,,,,,,,,
124,,2015,,Opinium,The Observer,,24_25 Mar,,3/24/15,3/24/15,3/25/15,,,,,,1959,,,,,,,,,34,33,8,23,98,,,,,,,,,,,,,,,,,,,,,,,,,,Opinium/The Observer,13,,7,,,,,,,,,,,,,,,,
125,,2015,,YouGov,The Sun,,24_25 Mar,,3/24/15,3/24/15,3/25/15,,,,,,1610,,,,,,,,,34,35,8,23,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,12,,6,,,,,,,,,,,,,,,,
126,,2015,,Survation,Daily Mirror,,24_25 Mar,,3/24/15,3/24/15,3/25/15,,,,,,1007,,,,,,,,,32,33,8,27,100,,,,,,,,,,,,,,,,,,,,,,,,,,Survation/Daily Mirror,18,,4,,,,,,,,,,,,,,,,
127,,2015,,YouGov,The Sun,,23_24 Mar,,3/23/15,3/23/15,3/24/15,,,,,,2006,,,,,,,,,35,35,8,22,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,12,,6,,,,,,,,,,,,,,,,
128,,2015,,YouGov,The Sun,,22_23 Mar,,3/22/15,3/22/15,3/23/15,,,,,,1641,,,,,,,,,34,34,8,23,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,12,,6,,,,,,,,,,,,,,,,
129,,2015,,YouGov,The Times,,18_23 Mar,,3/18/15,3/20/15,3/23/15,,,,,,8271,,,,,,,,,34,33,8,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Times,14,,5,,,,,,,,,,,,,,,,
130,,2015,,ComRes,"ITV News, Daily Mail",,20_22 Mar,,3/20/15,3/21/15,3/22/15,,,,,,1001,,,,,,,,,35,35,8,23,101,,,,,,,,,,,,,,,,,,,,,,,,,,"ComRes/ITV News, Daily Mail",10,,7,,,,,,,,,,,,,,,,
131,,2015,,Lord Ashcroft,,,20_22 Mar,,3/20/15,3/21/15,3/22/15,,,,,,1003,,,,,,,,,33,33,8,26,100,,,,,,,,,,,,,,,,,,,,,,,,,,Lord Ashcroft,12,,5,,,,,,,,,,,,,,,,
132,,2015,,Populus,,,20_22 Mar,,3/20/15,3/21/15,3/22/15,,,,,,2035,,,,,,,,,31,33,9,26,99,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,16,,5,,,,,,,,,,,,,,,,
133,,2015,,Survation,Mail on Sunday,,20_21 Mar,,3/20/15,3/20/15,3/21/15,,,,,,1008,,,,,,,,,30,34,10,26,100,,,,,,,,,,,,,,,,,,,,,,,,,,Survation/Mail on Sunday,17,,3,,,,,,,,,,,,,,,,
134,,2015,,YouGov,Sunday Times,,19_20 Mar,,3/19/15,3/19/15,3/20/15,,,,,,1532,,,,,,,,,33,35,8,24,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,14,,5,,,,,,,,,,,,,,,,
135,,2015,,Opinium,The Observer,,18_19 Mar,,3/18/15,3/18/15,3/19/15,,,,,,1979,,,,,,,,,36,33,7,24,100,,,,,,,,,,,,,,,,,,,,,,,,,,Opinium/The Observer,14,,6,,,,,,,,,,,,,,,,
136,,2015,,Populus,,,18_19 Mar,,3/18/15,3/18/15,3/19/15,,,,,,2020,,,,,,,,,31,34,9,26,100,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,17,,5,,,,,,,,,,,,,,,,
137,,2015,,YouGov,The Sun,,18_19 Mar,,3/18/15,3/18/15,3/19/15,,,,,,2293,,,,,,,,,35,33,8,24,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,13,,6,,,,,,,,,,,,,,,,
138,,2015,,YouGov,The Sun,,17_18 Mar,,3/17/15,3/17/15,3/18/15,,,,,,1752,,,,,,,,,33,34,8,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,14,,6,,,,,,,,,,,,,,,,
139,,2015,,YouGov,The Sun,,16_17 Mar,,3/16/15,3/16/15,3/17/15,,,,,,1830,,,,,,,,,34,36,7,23,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,12,,6,,,,,,,,,,,,,,,,
140,,2015,,YouGov,The Sun,,15_16 Mar,,3/15/15,3/15/15,3/16/15,,,,,,1683,,,,,,,,,33,35,7,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,13,,7,,,,,,,,,,,,,,,,
141,,2015,,TNS,,,13_16 Mar,,3/13/15,3/14/15,3/16/15,,,,,,1188,,,,,,,,,33,32,7,28,100,,,,,,,,,,,,,,,,,,,,,,,,,,TNS,17,,4,,,,,,,,,,,,,,,,
142,,2015,,Lord Ashcroft,,,13_15 Mar,,3/13/15,3/14/15,3/15/15,,,,,,1002,,,,,,,,,31,29,8,32,100,,,,,,,,,,,,,,,,,,,,,,,,,,Lord Ashcroft,15,,8,,,,,,,,,,,,,,,,
143,,2015,,ICM,The Guardian,,13_15 Mar,,3/13/15,3/14/15,3/15/15,,,,,,1001,,,,,,,,,36,35,8,21,100,,,,,,,,,,,,,,,,,,,,,,,,,,ICM/The Guardian,9,,4,,,,,,,,,,,,,,,,
144,,2015,,Populus,,,13_15 Mar,,3/13/15,3/14/15,3/15/15,,,,,,2041,,,,,,,,,34,34,8,25,101,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,15,,5,,,,,,,,,,,,,,,,
145,,2015,,YouGov,Sunday Times,,12_13 Mar,,3/12/15,3/12/15,3/13/15,,,,,,1669,,,,,,,,,34,34,7,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,14,,5,,,,,,,,,,,,,,,,
146,,2015,,ComRes,"Sunday Mirror, Independent on Sunday",,11_13 Mar,,3/11/15,3/12/15,3/13/15,,,,,,2002,,,,,,,,,33,35,7,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,"ComRes/Sunday Mirror, Independent on Sunday",16,,4,,,,,,,,,,,,,,,,
147,,2015,,Populus,,,11_12 Mar,,3/11/15,3/11/15,3/12/15,,,,,,2041,,,,,,,,,29,32,8,31,100,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,18,,6,,,,,,,,,,,,,,,,
148,,2015,,YouGov,The Sun,,11_12 Mar,,3/11/15,3/11/15,3/12/15,,,,,,1619,,,,,,,,,33,32,7,28,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,16,,6,,,,,,,,,,,,,,,,
149,,2015,,Opinium,The Observer,,10_12 Mar,,3/10/15,3/11/15,3/12/15,,,,,,1947,,,,,,,,,33,35,7,26,101,,,,,,,,,,,,,,,,,,,,,,,,,,Opinium/The Observer,14,,7,,,,,,,,,,,,,,,,
150,,2015,,YouGov,The Sun,,10_11 Mar,,3/10/15,3/10/15,3/11/15,,,,,,1728,,,,,,,,,34,35,7,24,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,14,,5,,,,,,,,,,,,,,,,
151,,2015,,Ipsos MORI,Evening Standard,,8_11 Mar,,3/8/15,3/9/15,3/11/15,,,,,,1025,,,,,,,,,33,34,8,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,Ipsos MORI/Evening Standard,13,,6,,,,,,,,,,,,,,,,
152,,2015,,YouGov,The Sun,,9_10 Mar,,3/9/15,3/9/15,3/10/15,,,,,,1598,,,,,,,,,33,31,8,27,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,15,,6,,,,,,,,,,,,,,,,
153,,2015,,YouGov,The Sun,,8_9 Mar,,3/8/15,3/8/15,3/9/15,,,,,,1745,,,,,,,,,35,31,8,26,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,14,,6,,,,,,,,,,,,,,,,
154,,2015,,Lord Ashcroft,,,6_8 Mar,,3/6/15,3/7/15,3/8/15,,,,,,1003,,,,,,,,,34,30,5,30,99,,,,,,,,,,,,,,,,,,,,,,,,,,Lord Ashcroft,15,,8,,,,,,,,,,,,,,,,
155,,2015,,Populus,,,6_8 Mar,,3/6/15,3/7/15,3/8/15,,,,,,2026,,,,,,,,,32,33,9,27,101,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,15,,6,,,,,,,,,,,,,,,,
156,,2015,,YouGov,Sunday Times,,5_6 Mar,,3/5/15,3/5/15,3/6/15,,,,,,1754,,,,,,,,,34,33,8,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,15,,5,,,,,,,,,,,,,,,,
157,,2015,,Opinium,The Observer,,3_6 Mar,,3/3/15,3/4/15,3/6/15,,,,,,1961,,,,,,,,,34,34,8,26,102,,,,,,,,,,,,,,,,,,,,,,,,,,Opinium/The Observer,14,,7,,,,,,,,,,,,,,,,
158,,2015,,Populus,,,4_5 Mar,,3/4/15,3/4/15,3/5/15,,,,,,2063,,,,,,,,,31,33,8,26,98,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,16,,5,,,,,,,,,,,,,,,,
159,,2015,,YouGov,The Sun,,4_5 Mar,,3/4/15,3/4/15,3/5/15,,,,,,1748,,,,,,,,,31,35,6,27,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,15,,8,,,,,,,,,,,,,,,,
160,,2015,,YouGov,The Sun,,3_4 Mar,,3/3/15,3/3/15,3/4/15,,,,,,1544,,,,,,,,,34,34,8,24,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,14,,6,,,,,,,,,,,,,,,,
161,,2015,,YouGov,The Sun,,2_3 Mar,,3/2/15,3/2/15,3/3/15,,,,,,1701,,,,,,,,,36,34,5,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,14,,6,,,,,,,,,,,,,,,,
162,,2015,,YouGov,The Sun,,1_2 Mar,,3/1/15,3/1/15,3/2/15,,,,,,1866,,,,,,,,,35,32,7,26,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,15,,6,,,,,,,,,,,,,,,,
163,,2015,,Lord Ashcroft,,,27 Feb_1 Mar,,2/27/15,2/28/15,3/1/15,,,,,,1003,,,,,,,,,34,31,7,29,101,,,,,,,,,,,,,,,,,,,,,,,,,,Lord Ashcroft,14,,7,,,,,,,,,,,,,,,,
164,,2015,,Populus,,,27 Feb_1 Mar,,2/27/15,2/28/15,3/1/15,,,,,,2056,,,,,,,,,32,34,8,26,100,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,14,,5,,,,,,,,,,,,,,,,
165,,2015,,YouGov,Sunday Times,,26_27 Feb,,2/26/15,2/26/15,2/27/15,,,,,,1959,,,,,,,,,34,34,8,24,100,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdn.yougov.com/cumulus_uploads/document/42tha4tjwo/YG-Archive-Pol-Sunday-Times-results-270215.pdf,14,,5,,,,,,,,,,,,,,,,
166,,2015,,Populus,,,25_27 Feb,,2/25/15,2/26/15,2/27/15,,,,,,2005,,,,,,,,,31,33,9,27,100,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,16,,6,,,,,,,,,,,,,,,,
167,,2015,,YouGov,The Sun,,25_26 Feb,,2/25/15,2/25/15,2/26/15,,,,,,1638,,,,,,,,,33,34,8,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,13,,6,,,,,,,,,,,,,,,,
168,,2015,,Opinium,The Observer,,24_26 Feb,,2/24/15,2/25/15,2/26/15,,,,,,1948,,,,,,,,,34,35,6,26,101,,,,,,,,,,,,,,,,,,,,,,,,,,Opinium/The Observer,14,,6,,,,,,,,,,,,,,,,
169,,2015,,YouGov,The Sun,,24_25 Feb,,2/24/15,2/24/15,2/25/15,,,,,,1581,,,,,,,,,33,33,8,26,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,15,,6,,,,,,,,,,,,,,,,
170,,2015,,YouGov,The Sun,,23_24 Feb,,2/23/15,2/23/15,2/24/15,,,,,,1520,,,,,,,,,35,33,6,26,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,14,,7,,,,,,,,,,,,,,,,
171,,2015,,Survation,Daily Mirror,,23-Feb,,2/23/15,2/23/15,2/23/15,,,,,,1046,,,,,,,,,28,34,10,28,100,,,,,,,,,,,,,,,,,,,,,,,,,,Survation/Daily Mirror,19,,4,,,,,,,,,,,,,,,,
172,,2015,,YouGov,The Sun,,22_23 Feb,,2/22/15,2/22/15,2/23/15,,,,,,1772,,,,,,,,,33,33,8,25,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,13,,7,,,,,,,,,,,,,,,,
173,,2015,,ComRes,Daily Mail,,20_23 Feb,,2/20/15,2/21/15,2/23/15,,,,,,1004,,,,,,,,,34,32,8,27,101,,,,,,,,,,,,,,,,,,,,,,,,,,ComRes/Daily Mail,13,,8,,,,,,,,,,,,,,,,
174,,2015,,Lord Ashcroft,,,20_22 Feb,,2/20/15,2/21/15,2/22/15,,,,,,1004,,,,,,,,,32,36,7,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,Lord Ashcroft,11,,8,,,,,,,,,,,,,,,,
175,,2015,,Populus,,,20_22 Feb,,2/20/15,2/21/15,2/22/15,,,,,,2059,,,,,,,,,32,32,9,27,100,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,15,,6,,,,,,,,,,,,,,,,
176,,2015,,YouGov,Sunday Times,,19_20 Feb,,2/19/15,2/19/15,2/20/15,,,,,,1568,,,,,,,,,33,34,8,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,13,,6,,,,,,,,,,,,,,,,
177,,2015,,Opinium,The Observer,,17_20 Feb,,2/17/15,2/18/15,2/20/15,,,,,,1975,,,,,,,,,35,33,6,27,101,,,,,,,,,,,,,,,,,,,,,,,,,,Opinium/The Observer,15,,7,,,,,,,,,,,,,,,,
178,,2015,,Populus,,,18_19 Feb,,2/18/15,2/18/15,2/19/15,,,,,,2011,,,,,,,,,31,32,9,28,100,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,17,,6,,,,,,,,,,,,,,,,
179,,2015,,YouGov,The Sun,,18_19 Feb,,2/18/15,2/18/15,2/19/15,,,,,,1564,,,,,,,,,32,33,9,26,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,15,,6,,,,,,,,,,,,,,,,
180,,2015,,YouGov,The Sun,,17_18 Feb,,2/17/15,2/17/15,2/18/15,,,,,,1743,,,,,,,,,32,34,8,25,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,14,,6,,,,,,,,,,,,,,,,
181,,2015,,YouGov,The Sun,,16_17 Feb,,2/16/15,2/16/15,2/17/15,,,,,,1548,,,,,,,,,33,34,6,27,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,15,,7,,,,,,,,,,,,,,,,
182,,2015,,TNS,,,12_16 Feb,,2/12/15,2/14/15,2/16/15,,,,,,1193,,,,,,,,,28,35,6,31,100,,,,,,,,,,,,,,,,,,,,,,,,,,TNS,18,,7,,,,,,,,,,,,,,,,
183,,2015,,YouGov,The Sun,,15_16 Feb,,2/15/15,2/15/15,2/16/15,,,,,,1580,,,,,,,,,32,32,6,29,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,16,,8,,,,,,,,,,,,,,,,
184,,2015,,Lord Ashcroft,,,13_15 Feb,,2/13/15,2/14/15,2/15/15,,,,,,1004,,,,,,,,,30,31,9,30,100,,,,,,,,,,,,,,,,,,,,,,,,,,Lord Ashcroft,16,,8,,,,,,,,,,,,,,,,
185,,2015,,Populus,,,13_15 Feb,,2/13/15,2/14/15,2/15/15,,,,,,2012,,,,,,,,,31,33,10,25,99,,,,,,,,,,,,,,,,,,,,,,,,,,Populus,15,,5,,,,,,,,,,,,,,,,
